corpus,postid,text,emo,info,c2c
fibromyalgia_exchange,11465_0,"Lindsey, Just a thought....when you have a bowel movement, you use alot of abdominal muscles to aid in the process, and the large leg muscles are doing there thing to get you on and off the bowl..........it could be you are triggering some weakened muscles in there and it flares our discomfort. Maybe a stool softener so you don<APO>t have to work as hard?? There are trigger points in the abdomen that can wreak havoc, I have had them. Also maybe you could look into that survival manual for FM and myofascial pain, by Devin Starlanyl and Mary Ellen Copeland. It has taught me alot......................................Hugs, Nancy B",2.4,5.0,F
fibromyalgia_exchange,16889_0,"I can<APO>t figure why your PCP would give you morphine but now wants to be snikky over Lyrica?? And an orthopedist as a pain management doc?? Normally they are anesthesiologists, therefore trained in medications. I think you are getting all kinds of run around and it<APO>s no wonder you are frustrated. You do have to get past the crying though. That is giving off an impression that you don<APO>t want them to have of you. Yes, it<APO>s hell and yes, it<APO>s ""hard to cope"", but, this is your life. So take charge. I<APO>m not saying that to be harsh, but you won<APO>t ever get the care you deserve if they see you as weak. If I were in your shoes, I<APO>d go back to the PCP and ask why they would send you to an ortho doctor for pain management when your issues are not related to ortho issues. I would then demand they find an appropriate doctor who can actually help you in treating this mix of conditions. And I wouldn<APO>t leave until they did. You can go out to your car after it<APO>s over and cry all you need, but don<APO>t give them that satisfaction. Another option would be to call your insurance co and ask them for help in addressing the specific medical conditions you have. Please read over on the resources and tips sections, there are tons of great info there, as well as threads of our toolboxes, ways we cope. Be Gentle on Yourself!!! ~~Aimee http://www.facebook.com/pages/Fibromyalgia-Support-Groups-by-Aimee http://www.lumigrate.com/ Fibromyalgia forum writer, Aimee",3.9,5.1,F
fibromyalgia_exchange,909_8,"Hi .This is what I learned many years ago , our brain shrinks with age ! Also , I do many games that use my brain , puzzles , word games , etc. , etc. I had 2 major brain operations , in cog rehab they (teachers) had us constantly learning new ways to do things...............It is fun to get things done in your normal way but turn it around and do the same thing but in a different way...............try it......the mind does get stronger , learns tricks..........new road map............~Tess",2.2,4.1,F
fibromyalgia_exchange,8522_3,What a great story. Way to start the day. DH gets a gentle hug for this !!!! Cece,5.6,1.4,F
fibromyalgia_exchange,5048_0,"Hi Kourtney, If by muscle lock you mean charlie horsing---Yes i get that all the time in my calve musles. I have no choice but to get out of bed or off the chair/couch to stand up and snap my feet back into place. I get those in the back of my upper thigh as well. They hurt. I have had them in my forearm after i over exert them from sweeping or mopping floors. I actually get a bulge in the muscle just in front of my wrist and it will last for a couple of days. I hope you can find relief--it stinks when your hurt like that. Hugs.............................Linda",3.7,2.4,F
fibromyalgia_exchange,3890_6,"Hi Kat, nice to see you. Good info!",3.6,1.0,F
fibromyalgia_exchange,9378_2,Very good site Tina!!!,4.4,1.2,F
fibromyalgia_exchange,872_11,"Just an FYI since there has been some discussion on this, in Ohio, fibro is not considered a disabling condition. However, I was approved on depression related to a physical illness. What made me laugh was I sent in STACKS of paperwork on the fibro, blood clotting disorders, glaucoma and history of DVT-PE<APO>s but they handpicked out of there the depression, which was at that time considered mild, and approved me. So, who knows... all the states are somewhat different, but I was just happy in the end to have some relief. I<APO>d MUCH rather be working, but the reality is I can<APO>t. So I<APO>m grateful everyday for this! Good luck to everyone working on the disability right now, I know how tough it can be! Aimee",3.3,3.6,F
fibromyalgia_exchange,7728_5,"Yes, YaYa, unfortunately there is more of this lack of compassion around than I can imagine. I know people see us and just don<APO>t understand. I am so very grateful that you can be there for your niece and hopefully she will be there for you too. We will certainly pray for her. What a terrible thing to be going through. Meanwhile make sure you are continuing to take care of yourself. We don<APO>t want you to get more sick worrying about your niece too. I do hope that she has gone onto WebMD and put her symtoms in. Cece",5.5,2.1,F
fibromyalgia_exchange,22909_9,"Good morning, I have to say....what ever it is, endocrinology can help it. THANK GOD. The thyroid has been helped for years and they are better and better at tuning it up to normal. Sorry you have added on your plate and feel so awful right now, the hair will come back too once you are treated. Sad if this is so familial your doctor didn<APO>t find it sooner so hair loss and eating were not effected.......Best of luck, Nancy B",4.7,3.5,F
fibromyalgia_exchange,6167_4,"Hello CrystalRiver........MiMi in NC.....so good to ""see"" you again.......I had wondered how you were doing.....sorry you are not feeling ok.....Can you not find you another doctor.....perhaps call around and see if you can find one how actually believes in FM? I am so sorry that you are having issues..... Did you have a MRI done or why did they think you had neck problems? A lot of us have multiple health issues and I think that is sometimes the reason doctors have such a problem trying to figure out what is going on with us.....we have too much going on....I say this because my doctor pointed depression to me for everything.....and then I did my own research....and figured out I had parathyroid problems....so we started with this.....I had 14 out of 18 symptoms of it...and my doctor still believed it was depression....so needless to say, I had to get ugly.....but I did succeed to get myself some help... In fact, I was seriously thinking about going to Tampa if my doctor was not willing to do the scan on me......I gave him no choice....I told him that I wanted him to PROVE to me that I did not have parathyroid problems....so he gave in and ordered the scan for me.....and then he had the nurse to call me to tell me he was making me an appointment with a surgeon.....the scan pointed to problems...now this started yet another problem....the surgeon reviewed my medical records and thought I did not need surgery.....that all of my issues were due to low Vitamin D.....I was pleased with this at all, although I did learn a lot from this surgeon....when he told me that I did not need surgery....I told him that I needed help and if he could just point me in some direction to get the help I needed.....so then he told me that ""sometimes"" even the scan does not tell doctors what they need to know....he decided to do an ultrasound on me right there in the office.... This ultrasound showed him what he needed to see....and I did have problems...which required having surgery....and according to the surgeon....it was worse than it was shown in any of the test... so I share this with you....to let you know....that doctors do not always know what is going on with us....and if you have not gotten any relief......it is time to find another doctor.... I also ended up having cervical (neck) surgery too.....my right arm go to where I was in so much pain that I could not use it at all.....could not wash my hair or brush my teeth without extreme pain... So I will say this.....if you are having ""neck"" issues.....I would definitely get another opinion.... And when I went to see my doctor about this problem....he did not waste any time telling me that I was depressed again.....and he has since decided that I know my body better than he does....and he sent me right away for tests.... I do not quite understand why doctors think that women are just ""depressed"" and I think they do not take our complaints seriously.....and this is not right.... I can not even imagine why doctors think that we just imagine we have pain.....I say that if you are having pain and can not get any relief......there is something wrong.... At one time.....I truly thought that I was going to die before any doctor was going to find out what was wrong with me and get me some relief.....but I still did not give up......so I also think you need to keep on keeping on until you find someone who will listen to you.... I do not know what you have tried.....but I have tried a lot of different medicines but did not find anything that would help me without a lot of other side effects....and I did not need anything else to deal with.....so I now take vitamins and supplements and I have learned how to ""control"" my pain....I take a magnesium and malate combination supplement, Omegas, and Vitamin D and Calcium.... plus others....but these are the ones that I think help me the most... Good luck and take care.. MiMi",4.5,5.2,F
fibromyalgia_exchange,289_1,"OMG......Andrea.....MiMi in NC.....falling and injuring something at our age is not a good thing....I, too, fell, back in Oct and broke my wrist and then 8 days later after the swelling went down enough for them to tell what I did I had surgery.....doctor had to put a plate and 7 pins in....and now when I pass through a metal detector I set the thing off.....something else to deal with.....I am so sad that your mom and aunt did this.....and I can tell you now...the pain is something else....I have had a lot of things done...but breaking a bone is among the worst....but the a good thing happened with me....it took breaking my wrist for my hand to get better.....I also had to get the 3rd carpal tunnel surgery...and this doctor hit it on the nail....my hand is so much better now....almost feels like normal again....I still have some problems with it but not like I did....so that is the positive outcome of a bad situation.....here is hoping that both of them will recovery really soon.... Hope you have not gotten too stressed out with all of this....you know it is easy to do so when there is so much going on with us FMers.....when this happens....sometimes we do not realize it until it is too late....so please rest when you can also... Here is hoping that you have a good week.....it is rather warm in NC....but I think they are calling for some rain later on in the week....take care. MiMi",5.5,2.3,F
fibromyalgia_exchange,25723_2,"Oh perseverance,(great name) that is a key with this mess. 2 steps forward and one step back....you will get to the end in time! I came here in 2003, but this started way before I just didn<APO>t know. In 2003 I met my champion MD (neurology) and she knew everything I said, and understood all my issues...I cried. I bought her medical book she pointed to each time she explained something to me. I also got my first trigger point injection session. OMG. Not for the faint in heart. BUT it showed my huband (DH) dear husband, where my issues were...everywhere* and it was REAL to him for the first time. He then became my champion with my son<APO>s and the family who just didn<APO>t understand me. Life got better. I was told I couldn<APO>t do this moving forward without a support group and I stumbled here. Oh man, what a gang of people I found. Those that were here then are now gone to other sites and are still together. Having a shared problem and it being pain, it brings people to a tight place. To have someone get* you is just so validating. I started the Members Toolbox then, as I saw newbies would come and we all post over and over again the same tools we used to help. It is hard at times to post when the hands are involved or the headache is present. So to the left under resources is the link. WE all faught to have that remain on this site. It is helpful, it also shows we do different things and you need to learn what tools are for you. I have done just about everything to be better and spent alot of money to get back to a bit of me. I was in a recliner, not working and in pain to even bring a pot of water to the stove. I am now at 10 years able to say, I have a wellness window of 8-10 hours and work full time, really move at the office. All of this happened in small steps. Pushing...having my boxing gloves on and saying you are not getting another inch of me, I have work to do. Yes I fell back, yes he (our dragon) bit me hard at times and I crawled under a rock to rest and cry a bit....the years of me getting to acceptance seems like it took forever. The doc said this is forever and I said, yeah...I will figure it out and get out of this. I changed everything I do, how I do it, the things I use in the house like Correlle dishes (can<APO>t break them and they are so light!) this was a big trigger. Doing a journal to see your triggers and what you did to be better helps to form your toolbox. I needed to sit on my hands in the recliner to straighten the neck muscles and drop the shoulders to get the pain to be better. I still do that when i am in a headache or laying down is bothering me. I go to the recliner and posture for sleeping. Crazy mess we are in. Please read all that is available to you including the important posts in discussions up to the right. Put in Dr Pellegrino and see what he said while he was here. P R I C E L E S S. So many changes to this site. I left for a short bit as well, but I have to say helping another with a small trick or a hug gives back to the poster so much more. I returned. I just need to lean in here. I am only here on the weekends as I am beat when I am working. I am now a Clinical Supervisor and I really can<APO>t leave until it quiets down so the day is 9-10 hours long. It is the med of distraction that keeps me moving, I feel it on the way home though. So I am in rest and hot pak land when I get home. First hug I got here was the Memory Foam topper for the bed.OMG...priceless, I tossed and turned so much to get off the trigger points. I have a 6"" one now from O.S .com. I even remember who told me of that too. I am still close with some of the gang from then. It<APO>s just hard that they are on different sites. Glad you are here, glad you found us. I always feel that the newbie comes at their worst and with the site and fmily you are definitely be get better! Vitamin D (mimi) Magnesium 250 twice a day (for muscle spasm and tension). Your muscle relaxant and pain med then the antidepressant to help with the brain. NancyB",3.5,3.4,P
fibromyalgia_exchange,18241_2,"Dear Joy In Him.....your name tells me where your heart is. God will help you. I don<APO>t know all the answers, but there has to be some agency you can call for some help. Or call a church (or churches)....they would either be able to help or tell you who to call for assistance. You do have an awful lot to deal with....there is help for you. Don<APO>t give up....ask God to lead and guide you in the direction He wants you go go. We care about you.....please don<APO>t give up....and let us know how you are, ok? God bless you....ELizabeth",5.3,3.5,P
fibromyalgia_exchange,15456_21,"Hi Robree, I hope you<APO>ll be talking about this with your doctor to find out what<APO>s going on. Treat people as if they were what they ought to be, and you<APO>ll help them to become what they are capable of becoming. ~Goethe",3.1,2.8,P
fibromyalgia_exchange,20313_1,"Did you have an MRI done in your lumbar area? I<APO>m not a doctor, but that sounds like a nerve impairment in your lower back. I would persist in getting it checked out. Keep us posted.",2.1,4.3,P
fibromyalgia_exchange,19007_2,"sabrina, it<APO>s so nice of you to take such an interest in your boyfriend<APO>s illness. You are bringing a fresh perspective. Most of us complain a lot about how our spouses don<APO>t understand our illness and don<APO>t want to deal with it. I wonder if it<APO>s more that our significant others are trying to hide what they are feeling and don<APO>t know what to say to us! I<APO>m sorry you are depressed, watching your boyfriend suffer. It<APO>s not an easy illness to be living with. You are doing a healthy thing by reaching out and looking for info. You<APO>ll find all kinds of tools and tips to treat pain here. I hope your boyfriend joins us. There are some male members here too. Margaret",5.6,3.5,P
fibromyalgia_exchange,13017_0,Absolutely they can change. Absolutely you should let your doctor know. any change in pain or symptoms. It sounds like your muscles are so tight and locked they have started to effect the nerves. This was what happened in my case anyway. I take a muscle relaxer nightly and Tramadol for the pain and an anti inflamitory that helps calm the nerves back down.,1.9,5.3,P
fibromyalgia_exchange,7755_1,"Congratulations on having a baby. You could very well be getting FM, but the only way to know is to get a doctor trained in Fm. As Anji said your primary might be able to help, but would hopefully get you to a rhumatologist. Meanwhile take good care of yourself. Use a heating pad on those achy parts. Having two kids, work, housework, etc is all a lot to do. Make sure you are pacing yourself. Cece",4.2,5.4,P
fibromyalgia_exchange,23292_1,"Hello and welcome.....MiMi in NC...I am sorry that you are both having issues with the wrath of the dragon, aka FM....I did want to say this...I am one of the FMers here who tried several different medicines, with gabapentin being one. I did not find any of them to really help me without causing side effects and I did not need anything else to deal with....I evnetually did my own research and found help with *vitamins and supplements and doing other things as well*....it was not an easy task to do though...as with most anything and everything with the wrath of the dragon, aka FM....it takes a trial and error process... I do know that anything and everything takes at least 6-8 weeks of whatever you decide to go with. I would encourage each of you to be sure and speak to your doctor about checking your Vitamin D level....which is important to a lot of people these days....low Vitamin D can cause some of us to have addtional pain and it can also affect other illnesses as well. It is a simple blood test....BUT you must ASK the doctor to check it... I also want to say that I think *weakness* is one of the things that many of us deal with...Dr. P did a discussion and one of the *tools* he shared was trying to keep the arms *at home* as much as possible...(close to your body)...this has helped me... I hope you will check out the info under *tips* and *resources* that you will find to the right of this page...I am sure you will find some good *tools* that perhaps you have not thought of trying... Some of the other things I do to cope better are....learning how to pace, pace and pace even more...getting enough sleep...(A HUGE THING FOR ME)....drinking plenty of water and watching what I eat...do gentle stretches or exercises, (gentle being the key word)...heating pad as needed, Stopain Spray when nothing else will help (good stuff found at walmart for just under $....I also sleep in a recliner but not by choice...I have less aches and pains to deal with...being in a prone position is important for me...and I also sleep on pillows...(limits the stress on my body)... OK....just a few things for you to try...also when I am in pain right before sleep....I can take a hot shower using lavender bath salts in a stopped up drain...this helps to relax the body so that I can sleep better...and IF I am too tired....I at least soak my feet...as this also works well. Take care and good luck to you both... MiMi IN GOD WE TRUST....MAY GOD BLESS AND GUIDE AMERICA.... My personal exchanges are Vitamin D and Pain and Wrath of the Dragon....if you care to visit..",3.5,4.5,P
fibromyalgia_exchange,18253_1,"Hello and Welcome to both of you......MiMi in NC....I sure hope that you both will check out the info under ""Tips"" and ""Resources"" that you will find to the right of this page... Be sure and include the ""member toolbox"" and ""nutrition and vitamins""....as I am sure that you both will find some good ""tools and tips"" to try....what works for one may or may not work for another though....as we are all different and have to find the right combination for our own bodies.....this does take a trial and error process and you must allow at least 6-8 weeks of whatever you decide to try before you need to decide if something is indeed working... I am one of the FMers here who has learned how to control my FM pain"" by taking vitamins and supplements...and it took me a long time to figure out exactly what I needed....I take magnesium and malate combination supplement, Omegas, Vitamin D, Super B Complex, Calcium, plus others as I have other health issues... I would also encourage you both to be sure and ask your doctor to check your Vitamin D level...which can cause additional pain for a lot of us....low Vitamin D seems to be common for some of us....this is a simple blood test...but you MUST ASK the doctor to do this....as it is NOT included in the normal bloodwork that they do... Getting enough sleep and the quality of sleep that FMers need is also very important for us....the wrath of the dragon is a very ugly and mean illness and can cause our bodies to hurt in both upper and lower extremities and on both sides also... I know that when I first got sick....I thought that I was coming down with the flu....as my body had a lot of aches and pains...well, after all of these years....I still have not gotten the flu...but my body still feels this way...the feeling never goes away...but it does increase and decrease....depending what I do... That is another thing....we FMers must leatn how to pace, pace and pace some more....we can no longer cross the line or push ourselves to the limit....I think a lot of us were once considered ""A "" personalities...and were use to do anything and everything ....but with the wrath of the dragon and its body wrapped tightly around us....we can no longer do this... if we do, then we will pay....and pay dearly for it... Accepting that you have FM is an important step and having a good doctor to treat you is also important....learning all you can about ""it"" and doing what you can to cope with it... everything for us now is a process.... I hope this helps.....I hope both of you will post often, ask questions, make comments and/or suggestions... Take care and good luck... MiMi IN GOD WE TRUST....MAY GOD BLESS AND GUIDE AMERICA.... My personal exchanges are Vitamin D and Pain and Wrath of the Dragon....if you care to visit..",4.7,5.5,P
fibromyalgia_exchange,16670_0,"Hello Chery....and welcome......MiMi in NC....please check out the Tips "" Vitamin D level checked "".....and you can also google Vitamin D and read a lot on this....it is very, very important....not only for us FMers....but it can affect other illnesses too..... I am very surprised that your doctor did not put you on the prescription does 50,000 iu which is just a small gel capsule...I do not know what solutabs are....but you might be able to also google it and find it.... I would also encourage you to make sure that you keep tabs on your Vitamin D each and every year.....or more often until your levels return to the normal range.... Take care and good luck.... MiMi IN GOD WE TRUST....MAY GOD BLESS AND GUIDE AMERICA.... My personal exchanges are Vitamin D and Pain and Wrath of the Dragon....if you care to visit..",3.6,4.1,P
fibromyalgia_exchange,10473_1,"Hi, I am cece from San Diego...It is late..and most of our Nurse types are on the east coast so they are hopefully sound asleep. Please keep checking back to see what they say. I have some problems swallowing...but so far not too bad. You might have problems with thyroid. Make sure you are keeping in touch with the doctor. I am on Cymbalta, for FM...not for depression, but it has helped both areas. My doctor is thinking of trying Wellbutrin also. There are others here your age..sorry I am short tonight...too tired to talk...hopefully we will talk tomorrow. cece",2.1,3.8,P
fibromyalgia_exchange,12497_0,That is pretty amazing but sounds too good to be true. I have tried cleanses and maybe I didn<APO>t do it right but to each his own! One never knows.....,1.5,2.7,P
fibromyalgia_exchange,20321_1,"This is a red flag for me. Shortness of breath even just alone can be the hearts<APO> only symptom of problems. PLEASE call the MD and get scheduled for a stress test (preferably nuclear) to check the circulation to your heart. Chest pain and SOB is a symptom not to play or wait with. Please avct on this. After ruling out coronary disease, then they can look into the costrochondritis we get or the other physical issues that present similar. Protect your heart and yourself. Call ASAP. Thanks, Nancy B",3.7,5.5,P
fibromyalgia_exchange,21996_1,"Hi captash. I<APO>ve been prescribed generic soma for years. (carisoprodol 350mg) I tried flexeril but it gave me heart palpitations. Yes, you can become dependent on it, but I use care to keep it down to 1/2 pill at bedtime unless I<APO>ve been working in the yard or something, then a whole pill is very helpful. I can sleep and repair my muscles over night. I bet you will get many responses about foods that aggravate FM. Personally, I find eating small meals helps my energy levels. Eating a large dinner makes me overly tired and creates a stomach ache! This winter I felt best after a meal of vegetable or bean soup along with an open-faced sandwich containing protein. Fruit seems to energize me too. I try to have various fruits ready to eat in the fridge. That way they make a convenient snack, and I<APO>m more likely to choose it if the prep is already done. I try to use my high energy times to do food prep for the low energy times. I<APO>ve been using my crock pot to make soups and stews - so great to cook early in the day when I have more energy. Those crock pot liners make cleanup a snap too. I hope you find a medicine combo that helps. It takes a lot of trial and error but eventually you will find your best medicines. With Compassion, Margaret",3.1,5.1,P
fibromyalgia_exchange,16317_67,"Hi Teresa, Please be careful about sharing such personal information as your last name on a site open to the public, whether here or elsewhere online. It<APO>s a good idea to protect that kind of info. Treat people as if they were what they ought to be, and you<APO>ll help them to become what they are capable of becoming. ~Goethe",2.5,4.3,P
fibromyalgia_exchange,16350_14,"Ah...feel like I should tell you my story first. I have three kids. We were good parents...but reading my story you probably might not think so...but bad stuff happens these days. The oldest was always into cars and fixing up cars. He did a couple of stupid things as a kid, and we had some problems...but he did not get into drugs. He just graduated college and has a good job. The middle child...where should I start?? Started smoking cigarettes...and probably weed in about 8th grade. Got kicked out of high school, 9th grade. Back in 10th grade..got into more heavier drugs. Was sent to rehab...clean for awhile...barely made it through high school...went to community college...but another rehab right at the beginning...back to school...back to rehab...and finally was arrested. He was lucky....he didn<APO>t die and he was sentence to drug court...which meant if he stayed clean and sober, he could avoid jail and get his record cleaned up. He has been clean and sober now for about seven -eight years...(I forget how long)... He just graduated from college and is applying to graduate schools...(and put himself through college- paying all of it, except for a little amount his grandparents had put away.) My DD was always the ""good girl""...We didn<APO>t think anything would go wrong...how wrong we were...She went to college away, started partying...dropped out...went to community college...got arrested...got house arrest...and finally moved home. She is back in community college and doing fairly well, but still hasn<APO>t really given up partying...She says she is moving out in Feb. and I see that as her next downfall...she is moving in with a loser boyfriend that smokes weed and works for fast food..woo hoo... SO (!!!)...my advice is this...Take this VERY seriously. Back your husband...You will be testing your son periodically..and ANY sign he is off track...and the car is gone....you will not allow him to injure or kill others because he was partying or high. Ask your ex to join you and your son in some counseling sessions if you can..You need to get a handle on WHY he is doing this. Hopefully, it is just to ""fit in""...and it can be stopped..hopefully he is not addicted...but pot CAN be addictive these days...and it can do some bad things...I have seen it, believe me... Also, let your son know that he has LOST your trust...This is something HE will have to regain and EARN back. And tell him, he is lucky, because if he had been caught at 18, he might have a felony conviction for the rest of his life...and that would keep him from getting jobs he wants..(just ask my daughter). And yes...I grew up in the 60<APO>s-70<APO>s and pot was everywhere. However...today<APO>s pot is not like the pot of back then...It is a much more powerful drug. Tell, your son...that he is expected to get good grades this year...and he is expected to be involved in something that will expand his interests...It might be the auto club (those are hard to find these days...)..or sports or WHATEVER will keep him busy and too tired to smoke pot. He needs to be up early every day accomplishing things...including chores and helping around the house....Let him know that you and your ex will be working together on this. HUGS and more HUGS to you...this is not easy...If you want to e-mail me and talk more privately anytime...feel free to ask. cece Let<APO>s put the fun back in dysfunctional !- Mary Englebright",5.2,5.0,P
fibromyalgia_exchange,21132_2,"Yeah, that<APO>s happened to me, too. I<APO>ve noticed that after 2-3 years my antidepressant seems to fizzle out, and I switch to another. I think sometimes our bodies adjust to it, or maybe it doesn<APO>t keep working as well. You could ask your doctor, if he thinks you ought to try something else. But I do know that flares come and go with fibro.",2.6,4.6,P
fibromyalgia_exchange,11067_0,"Hi McCall, I<APO>m Kim. It<APO>s nice to meet you! You can read more about me in my profile. I<APO>m so glad you found us!",4.0,1.8,P
fibromyalgia_exchange,18536_2,"Hello and welcome, Anon.....I would also get a second opinion on the thyroid. The fact that there<APO>s a lump, plus your weight loss and fatigue suggests that you might need treatment for that. It could also be affecting your pain level. I<APO>ve also been on antidepressants for years, and they do help with sleep and pain, plus of course mood. I also take low dose pain meds which have helped me with my quality of life. I<APO>m able to carry on more normally than I had been. I don<APO>t know what kind of doctor you<APO>re seeing, but if it were me, I<APO>d want to get another opinion. Take care and let us know how you<APO>re doing. Elizabeth",2.8,4.6,P
fibromyalgia_exchange,25330_1,Hi Cecilia...well we have something in common...almost..same name spelled differently.. So sorry you are having trouble...are you on any meds...sometimes I think Lyrica has been shown to have some of that effect...maybe some others.. Is there anything else that has happened lately that you think might have that effect? Have you had your vit D level checked? And I hate to ask...but have you been checked for any other reasons that might be causing this? I hope we can help you figure it out. cece Let<APO>s put the fun back in dysfunctional !- Mary Englebright,4.7,4.1,P
fibromyalgia_exchange,7054_1,:ooh: HO :ooh: HO :ooh: HO!,1.0,1.0,P
fibromyalgia_exchange,6337_2,"Hello Pookie.......MiMi in NC....where it is quite chilly this morning and the wind is blowing.....I have already been out though since I am dog sitting my grand dogs......and they are staying a few miles away from here.....so I go back and forth about 3 times a day.....they really do mind me.....and they love when I give them treats for being good.... Anyway.....I have an opinion....and I have read a lot about FM and other illnesses also.....I think that we have this (whatever we want to call this thing) and that it does not get ugly with us....unless something triggers it.....and I also think depending upon what happen to trigger it....it can take several different paths....I was also an A++ person.....always on the go...and I worked a full time job....some times a part time job also....and raised 3 children and took care of a house.....and volunteered for things which my children were involved in....school, church, sports.....and I know that when my carpal tunnel problems started.....it has not stopped.....and my health went from being very good.....to whatever now.....I did not understand not of this....but I think that perhaps this ""thing"" hides in our bodies and does not rear its ugly head until we trigger it.... I also think it is hereditary.....but again.....it is hid until it gets a chance to surface....and therefore, I think it is both......I also think that there are a lot of men who also have it....but they do not address the medical needs for it....for whatever reason, most men think that men are not suppose to get sick....(sorry guys, but this is the truth) .....so I think that calling this a woman<APO>s illness is not correct....kinda like breast cancer....as someone else said....men can have this also... And I do think stress and other health problems can cause this....I know exactly when FM hit me....I was trying to recoup from carpal tunnel surgery.....and I thought I was getting the flu....never fully recovered from this....I also have other medical problems which have definitely not helped the FM...so I also think other illness can make the FM seem much worse than it should be... I will also tell you this much......I had a very bad childhood.....mental abuse....and perhaps this too could have made a difference it all of this.....I think it is like a time bomb....waiting for just the right time to explode.....and when it does....it hits us hard..... My husband is a cancer survivor....and before he had cancer.....he was hardly ever sick....but when he got sick....he really got sick....and was treated for the cancer....so it is not where the doctor can ""see"" it now....but it had found a spot to hide somewhere until it decides to attack yet again.... That<APO>s my story and I<APO>m sticking to it on this Saturday in November...... MiMi",2.6,3.5,P
fibromyalgia_exchange,22337_0,"Hi Pamela, I hope the diagnosis empowers you. You<APO>ll find quite a few people here who use supplements and I<APO>m sure you<APO>ll be responding. Good for you for getting back into exercising. Careful exercising can be your biggest friend when dealing with Fibromyalgia. We must let go of the life we have planned, so as to accept the one that is waiting for us. ~Joseph Campbell",5.3,3.7,P
fibromyalgia_exchange,17489_0,Sounds like you have been through the works...I hope you can find some things that help you...Do read the tips and toolbox section to see if there is anything that can help... Maybe a nice cup of tea with lemon and honey would be helpful... Sounds like maybe you should also call your doctor? cece Let<APO>s put the fun back in dysfunctional !- Mary Englebright,4.5,4.9,P
fibromyalgia_exchange,18174_0,Sorry...we are not allowed to recommend doctors on this website...just part of the rules of Webmd...but they do let us tell you that you can go to http://www.fmaware.org and they have lists of doctors that say they treat FM. cece Let<APO>s put the fun back in dysfunctional !- Mary Englebright,2.3,4.6,P
fibromyalgia_exchange,18542_2,"I actually use Stevia for everything---it is a natural, plant-based sweetener that is safe for everyone, even diabetics. I don<APO>t use any artificial sweeteners at all because they all have adverse effects.--You can find Stevia in the diabetic diet section at WalMart.",1.5,5.3,P
fibromyalgia_exchange,25297_0,"Hello angie and welcome. MiMi in NC. Sorry that you are dealing with so much right now. I am sure you will find lots of good info here under *tips* and *resources* and be sure and read the *member toolbox* as well. There are also many discussions which Dr P had when he was with us. Just look for Dr. P. He not only treats FM but he also suffers from it as well....so he knew first hand what life is like in dealing with the wrath of the dragon, aka FM. I am one of the FMers here who has learned how to deal with FM by taking vitamins and supplements and using other *tools* as well....but I do not take any medicines prescribed by the doctor. I, too, tried several but did not find any which worked without causing side effects. I finally did my own research and did a *trial and error process* to figure out what helped me the most....with a bit of tweaking along the way I still have good luck with this. This does take time....one must allow at least 6-9 weeks of whatever they decide to try before making a decision as to whether or not it is really helping them. We have to give our bodies time to get the full effects of what we are trying. We are all different and a lot of us have multiple health issues as well. I think this is perhaps the reason doctors have problems with trying to get something to work for us. I also have chronic fatigue and I am still trying to find something that will help my energy level. Have you gotten your doctor to check your Vitamin D level yet? If not, then I do encourage you to speak to him/her about getting this done. Low Vitamin D seems to be a *common issue* for a lot of people and it can also cause some people to have additional pain and might also affect other illnesses too. SO VERY IMPORTANT. Have you tried using a heating pad? Lots of us use one. I know this sure helps me. Drinking plenty of water each day also helps me. Water is 98% of what I drink. Doing gentle exercises and/or stretches is also a good thing to do. We, FMers, must move, no matter how we feel....not doing this enough just causes the body to get stiffer and increases our pain. Eating right and having a schedule of sorts might also help you as well. If you have problems trying to figure out why you are feeling the way you do, keeping a daily journal might also help you to pin point some of your issues. (This can also help your doctor as well) Just keep tabs on your activities, what you each and your pain levels. Getting enough sleep is also important. Lack of sleep only increases our pain level. Keeping your stress level is also important as well. (I still struggle with this though as it is sometimes very hard to do). I am glad you have found this *support group*. I am sure you will find lots of info here and people who truly understand what you are dealing with. Take care. MiMi IN GOD WE TRUST....MAY GOD BLESS AND GUIDE AMERICA....",5.5,6.0,P
fibromyalgia_exchange,15902_3,"Hi BilliRoese, LDN is Low Dose Naltrexone, a medication originally developed to help ease addiction and now being used and studied for other conditions, including, at a low dosage as discussed here, for pain. It would be worth discussing with your doctor. :-) Treat people as if they were what they ought to be, and you<APO>ll help them to become what they are capable of becoming. ~Goethe",3.3,5.4,P
